Id,Prediction
0,7103654.218
1,4178245.885
2,4331359.714
3,3113021.156
4,3807360.047
5,4325586.69
6,5302563.86
7,3960137.96
8,6240861.51
9,5539706.185
10,4365682.857
11,3662872.626
12,8495566.155
13,9812515.876
14,3702375.24
15,5114100.025
16,7088362.102
17,4168698.308
18,6501679.789
19,3755217.668
20,3060416.536
21,5180095.747
22,5906348.435
23,4923317.729
24,3992444.672
25,3017854.677
26,3230110.949
27,4571867.568
28,3375547.982
29,4521934.394
30,4217017.364
31,3761267.732
32,2370651.241
33,5455463.214
34,2993725.667
35,5606573.8
36,4452043.537
37,4968913.416
38,3095596.353
39,3418008.975
40,4173220.638
41,3721776.728
42,4987105.333
43,4514387.428
44,6181348.753
45,3558630.374
46,3478876.981
47,1996830.625
48,5682103.599
49,4931229.348
50,4511573.038
51,3138963.621
52,4832860.202
53,3186190.778
54,3525795.237
55,4478706.256
56,5288747.167
57,4208617.786
58,5630317.109
59,5479920.369
60,4672111.518
61,4926225.178
62,4027019.088
63,3652253.867
64,4747385.306
65,6276291.231
66,4396763.926
67,6813013.115
68,4495691.16
69,5644687.206
70,3959929.744
71,2395183.75
72,4796237.928
73,6239530.096
74,6330479.153
75,4556370.617
76,4686202.105
77,4173319.912
78,4717594.969
79,4375927.126
80,5696190.869
81,5180700.192
82,4380441.065
83,4720744.108
84,5974150.037
85,2059235.999
86,4449674.613
87,5476507.693
88,4536586.488
89,3650776.546
90,5398601.878
91,4747177.084
92,3193357.061
93,3834518.321
94,6585351.776
95,3186407.043
96,4425025.317
97,5059745.848
98,5577539.455
99,6035101.341
100,5905611.914
101,2994758.448
102,4827782.854
103,4378220.857
104,4807544.133
105,3324046.789
106,5247731.336
107,5804895.419
108,6062689.361
109,3781014.865
110,6385007.62
111,4432809.524
112,4715950.485
113,3659408.657
114,4505833.211
115,4438565.982
116,3667502.931
117,6187518.14
118,3690299.335
119,5918132.658
120,7126298.086
121,5644001.822
122,5563801.462
123,6167419.917
124,3356514.261
125,3990756.604
126,7345695.476
127,5651119.66
128,5312301.568
129,4597910.374
130,4304425.214
131,5012876.999
132,6543861.89
133,5435700.917
134,4248992.366
135,4207606.743
136,5358668.399
137,4173817.327
138,5294014.643
139,5230966.639
140,5913048.219
141,3256520.625
142,5177871.708
143,4279636.321
144,6038819.143
145,4276840.845
146,4940461.627
147,3682124.234
148,5909737.5
149,4707263.857
150,6169759.173
151,5022301.82
152,7137956.774
153,7024951.165
154,5404255.5
155,6121372.427
156,6441168.959
157,4984810.986
158,4277896.89
159,4128477.761
160,4360739.071
161,6149121.073
162,5014752.143
163,8287752.573
164,7598464.155
165,4257309.339
166,5045845.324
167,4329411.028
168,4096531.26
169,4767596.286
170,4149268.497
171,3971694.222
172,4188297.024
173,6366236.643
174,6378493.071
175,3532783.036
176,7943763.449
177,4878365.229
178,6607215.686
179,4081564.503
180,5838923.217
181,4305459.84
182,5975484.599
183,4873757.248
184,4818904.035
185,3861768.472
186,5018451.013
187,4863582.327
188,6172406.437
189,6732088.663
190,5895041.699
191,4925284.105
192,6476098.95
193,8640881.571
194,4106057.927
195,10288472.64
196,5545867.481
197,3206418.174
198,3531473.381
199,5366394.039
200,5035043.311
201,4379662.217
202,5135905.153
203,6186683.393
204,6075888.265
205,6872193.821
206,5797263.893
207,5715904.061
208,4947282.348
209,4131520.554
210,6119195.27
